Year,League,Series,Date,Winner Team,Winner,Loser Team,Loser,Favorite,Underdog
1980,NBA,Western Conf First Round,Apr 2 - Apr 6 1980,Seattle SuperSonics (3),2,Portland Trail Blazers (6),1,,
1980,NBA,Eastern Conf Semifinals,Apr 9 - Apr 14 1980,Boston Celtics (1),4,Houston Rockets (4),0,,
1980,NBA,Eastern Conf Semifinals,Apr 6 - Apr 15 1980,Philadelphia 76ers (3),4,Atlanta Hawks (2),1,,
1980,NBA,Western Conf Semifinals,Apr 8 - Apr 15 1980,Los Angeles Lakers (1),4,Phoenix Suns (4),1,,
1980,NBA,Western Conf Semifinals,Apr 8 - Apr 20 1980,Seattle SuperSonics (3),4,Milwaukee Bucks (2),3,,
1980,NBA,Eastern Conf Finals,Apr 18 - Apr 27 1980,Philadelphia 76ers (3),4,Boston Celtics (1),1,,
1980,NBA,Western Conf Finals,Apr 22 - Apr 30 1980,Los Angeles Lakers (1),4,Seattle SuperSonics (3),1,,
1980,NBA,Finals,May 4 - May 16 1980,Los Angeles Lakers (1),4,Philadelphia 76ers (3),2,,
1979,NBA,Eastern Conf First Round,Apr 11 - Apr 13 1979,Atlanta Hawks (5),2,Houston Rockets (4),0,,
1979,NBA,Eastern Conf First Round,Apr 11 - Apr 13 1979,Philadelphia 76ers (3),2,New Jersey Nets (6),0,,
1979,NBA,Western Conf First Round,Apr 10 - Apr 15 1979,Los Angeles Lakers (5),2,Denver Nuggets (4),1,,
1979,NBA,Western Conf First Round,Apr 10 - Apr 15 1979,Phoenix Suns (3),2,Portland Trail Blazers (6),1,,
1979,NBA,Eastern Conf Semifinals,Apr 15 - May 2 1979,San Antonio Spurs (2),4,Philadelphia 76ers (3),3,,
1979,NBA,Eastern Conf Semifinals,Apr 15 - Apr 29 1979,Washington Bullets (1),4,Atlanta Hawks (5),3,,
1979,NBA,Western Conf Semifinals,Apr 17 - Apr 27 1979,Phoenix Suns (3),4,Kansas City Kings (2),1,,
1979,NBA,Western Conf Semifinals,Apr 17 - Apr 25 1979,Seattle SuperSonics (1),4,Los Angeles Lakers (5),1,,
1979,NBA,Eastern Conf Finals,May 4 - May 18 1979,Washington Bullets (1),4,San Antonio Spurs (2),3,,
1979,NBA,Western Conf Finals,May 1 - May 17 1979,Seattle SuperSonics (1),4,Phoenix Suns (3),3,,
1979,NBA,Finals,May 20 - Jun 1 1979,Seattle SuperSonics (1),4,Washington Bullets (1),1,,
1978,NBA,Eastern Conf First Round,Apr 12 - Apr 14 1978,New York Knicks (5),2,Cleveland Cavaliers (4),0,,
1978,NBA,Eastern Conf First Round,Apr 12 - Apr 14 1978,Washington Bullets (3),2,Atlanta Hawks (6),0,,
1978,NBA,Western Conf First Round,Apr 11 - Apr 14 1978,Milwaukee Bucks (6),2,Phoenix Suns (3),0,,
1978,NBA,Western Conf First Round,Apr 12 - Apr 16 1978,Seattle SuperSonics (4),2,Los Angeles Lakers (5),1,,
1978,NBA,Eastern Conf Semifinals,Apr 16 - Apr 23 1978,Philadelphia 76ers (1),4,New York Knicks (5),0,,
1978,NBA,Eastern Conf Semifinals,Apr 16 - Apr 28 1978,Washington Bullets (3),4,San Antonio Spurs (2),2,,
1978,NBA,Western Conf Semifinals,Apr 18 - May 3 1978,Denver Nuggets (2),4,Milwaukee Bucks (6),3,,
1978,NBA,Western Conf Semifinals,Apr 18 - May 1 1978,Seattle SuperSonics (4),4,Portland Trail Blazers (1),2,,
1978,NBA,Eastern Conf Finals,Apr 30 - May 12 1978,Washington Bullets (3),4,Philadelphia 76ers (1),2,,
1978,NBA,Western Conf Finals,May 5 - May 17 1978,Seattle SuperSonics (4),4,Denver Nuggets (2),2,,
1978,NBA,Finals,May 21 - Jun 7 1978,Washington Bullets (3),4,Seattle SuperSonics (4),3,,
1977,NBA,Eastern Conf First Round,Apr 12 - Apr 15 1977,Boston Celtics (4),2,San Antonio Spurs (5),0,,
1977,NBA,Eastern Conf First Round,Apr 13 - Apr 17 1977,Washington Bullets (3),2,Cleveland Cavaliers (6),1,,
1977,NBA,Western Conf First Round,Apr 12 - Apr 17 1977,Golden State Warriors (4),2,Detroit Pistons (5),1,,
1977,NBA,Western Conf First Round,Apr 12 - Apr 17 1977,Portland Trail Blazers (3),2,Chicago Bulls (6),1,,
1977,NBA,Eastern Conf Semifinals,Apr 19 - May 1 1977,Houston Rockets (2),4,Washington Bullets (3),2,,
1977,NBA,Eastern Conf Semifinals,Apr 17 - May 1 1977,Philadelphia 76ers (1),4,Boston Celtics (4),3,,
1977,NBA,Western Conf Semifinals,Apr 20 - May 4 1977,Los Angeles Lakers (1),4,Golden State Warriors (4),3,,
1977,NBA,Western Conf Semifinals,Apr 20 - May 2 1977,Portland Trail Blazers (3),4,Denver Nuggets (2),2,,
1977,NBA,Eastern Conf Finals,May 5 - May 17 1977,Philadelphia 76ers (1),4,Houston Rockets (2),2,,
1977,NBA,Western Conf Finals,May 6 - May 13 1977,Portland Trail Blazers (3),4,Los Angeles Lakers (1),0,,
1977,NBA,Finals,May 22 - Jun 5 1977,Portland Trail Blazers (3),4,Philadelphia 76ers (1),2,,
1976,NBA,Eastern Conf First Round,Apr 15 - Apr 18 1976,Buffalo Braves (5),2,Philadelphia 76ers (4),1,,
1976,NBA,Western Conf First Round,Apr 13 - Apr 18 1976,Detroit Pistons (5),2,Milwaukee Bucks (4),1,,
1976,NBA,Eastern Conf Semifinals,Apr 21 - May 2 1976,Boston Celtics (1),4,Buffalo Braves (5),2,,
1976,NBA,Eastern Conf Semifinals,Apr 13 - Apr 29 1976,Cleveland Cavaliers (2),4,Washington Bullets (3),3,,
1976,NBA,Western Conf Semifinals,Apr 20 - Apr 30 1976,Golden State Warriors (1),4,Detroit Pistons (5),2,,
1976,NBA,Western Conf Semifinals,Apr 13 - Apr 27 1976,Phoenix Suns (3),4,Seattle SuperSonics (2),2,,
1976,NBA,Eastern Conf Finals,May 6 - May 18 1976,Boston Celtics (1),4,Cleveland Cavaliers (2),2,,
1976,NBA,Western Conf Finals,May 2 - May 16 1976,Phoenix Suns (3),4,Golden State Warriors (1),3,,
1976,NBA,Finals,May 23 - Jun 6 1976,Boston Celtics (1),4,Phoenix Suns (3),2,,
1976,ABA,First Round,Apr 8 - Apr 12 1976,Kentucky Colonels (4),2,Indiana Pacers (5),1,,
1976,ABA,Semifinals,Apr 15 - Apr 28 1976,Denver Nuggets (1),4,Kentucky Colonels (4),3,,
1976,ABA,Semifinals,Apr 9 - Apr 24 1976,New York Nets (2),4,San Antonio Spurs (3),3,,
1976,ABA,Finals,May 1 - May 13 1976,New York Nets (2),4,Denver Nuggets (1),2,,
1975,NBA,Eastern Conf First Round,Apr 8 - Apr 12 1975,Houston Rockets (4),2,New York Knicks (5),1,,
1975,NBA,Western Conf First Round,Apr 8 - Apr 12 1975,Seattle SuperSonics (4),2,Detroit Pistons (5),1,,
1975,NBA,Eastern Conf Semifinals,Apr 14 - Apr 24 1975,Boston Celtics (1),4,Houston Rockets (4),1,,
1975,NBA,Eastern Conf Semifinals,Apr 10 - Apr 25 1975,Washington Bullets (2),4,Buffalo Braves (3),3,,
1975,NBA,Western Conf Semifinals,Apr 9 - Apr 23 1975,Chicago Bulls (2),4,Kansas City-Omaha Kings (3),2,,
1975,NBA,Western Conf Semifinals,Apr 14 - Apr 24 1975,Golden State Warriors (1),4,Seattle SuperSonics (4),2,,
1975,NBA,Eastern Conf Finals,Apr 27 - May 11 1975,Washington Bullets (2),4,Boston Celtics (1),2,,
1975,NBA,Western Conf Finals,Apr 27 - May 14 1975,Golden State Warriors (1),4,Chicago Bulls (2),3,,
1975,NBA,Finals,May 18 - May 25 1975,Golden State Warriors (1),4,Washington Bullets (2),0,,
1975,ABA,Eastern Div Tiebreak,Apr 4 - Apr 4 1975,Kentucky Colonels,1,New York Nets,0,,
1975,ABA,Eastern Div Semifinals,Apr 6 - Apr 13 1975,Kentucky Colonels (1),4,Memphis Sounds (4),1,,
1975,ABA,Eastern Div Semifinals,Apr 6 - Apr 15 1975,Spirits of St. Louis (3),4,New York Nets (2),1,,
1975,ABA,Western Div Semifinals,Apr 6 - Apr 14 1975,Denver Nuggets (1),4,Utah Stars (4),2,,
1975,ABA,Western Div Semifinals,Apr 5 - Apr 16 1975,Indiana Pacers (3),4,San Antonio Spurs (2),2,,
1975,ABA,Eastern Div Finals,Apr 21 - Apr 28 1975,Kentucky Colonels (1),4,Spirits of St. Louis (3),1,,
1975,ABA,Western Div Finals,Apr 20 - May 3 1975,Indiana Pacers (3),4,Denver Nuggets (1),3,,
1975,ABA,Finals,May 13 - May 22 1975,Kentucky Colonels (1),4,Indiana Pacers (3),1,,
1974,NBA,Eastern Conf Semifinals,Mar 30 - Apr 12 1974,Boston Celtics (1),4,Buffalo Braves (4),2,,
1974,NBA,Eastern Conf Semifinals,Mar 29 - Apr 12 1974,New York Knicks (2),4,Capital Bullets (3),3,,
1974,NBA,Western Conf Semifinals,Mar 30 - Apr 13 1974,Chicago Bulls (2),4,Detroit Pistons (3),3,,
1974,NBA,Western Conf Semifinals,Mar 29 - Apr 7 1974,Milwaukee Bucks (1),4,Los Angeles Lakers (4),1,,
1974,NBA,Eastern Conf Finals,Apr 14 - Apr 24 1974,Boston Celtics (1),4,New York Knicks (2),1,,
1974,NBA,Western Conf Finals,Apr 16 - Apr 22 1974,Milwaukee Bucks (1),4,Chicago Bulls (2),0,,
1974,NBA,Finals,Apr 28 - May 12 1974,Boston Celtics (1),4,Milwaukee Bucks (1),3,,
1974,ABA,Western Div Tiebreak,Mar 29 - Mar 29 1974,San Diego Conquistadors,1,Denver Rockets,0,,
1974,ABA,Eastern Div Semifinals,Apr 1 - Apr 8 1974,Kentucky Colonels (2),4,Carolina Cougars (3),0,,
1974,ABA,Eastern Div Semifinals,Mar 29 - Apr 8 1974,New York Nets (1),4,Virginia Squires (4),1,,
1974,ABA,Western Div Semifinals,Mar 30 - Apr 12 1974,Indiana Pacers (2),4,San Antonio Spurs (3),3,,
1974,ABA,Western Div Semifinals,Mar 30 - Apr 8 1974,Utah Stars (1),4,San Diego Conquistadors (4),2,,
1974,ABA,Eastern Div Finals,Apr 13 - Apr 20 1974,New York Nets (1),4,Kentucky Colonels (2),0,,
1974,ABA,Western Div Finals,Apr 13 - Apr 27 1974,Utah Stars (1),4,Indiana Pacers (2),3,,
1974,ABA,Finals,Apr 30 - May 10 1974,New York Nets (1),4,Utah Stars (1),1,,
1973,NBA,Eastern Conf Semifinals,Apr 1 - Apr 13 1973,Boston Celtics (1),4,Atlanta Hawks (4),2,,
1973,NBA,Eastern Conf Semifinals,Mar 30 - Apr 8 1973,New York Knicks (2),4,Baltimore Bullets (3),1,,
1973,NBA,Western Conf Semifinals,Mar 30 - Apr 13 1973,Golden State Warriors (4),4,Milwaukee Bucks (1),2,,
1973,NBA,Western Conf Semifinals,Mar 30 - Apr 15 1973,Los Angeles Lakers (2),4,Chicago Bulls (3),3,,
1973,NBA,Eastern Conf Finals,Apr 15 - Apr 29 1973,New York Knicks (2),4,Boston Celtics (1),3,,
1973,NBA,Western Conf Finals,Apr 17 - Apr 25 1973,Los Angeles Lakers (2),4,Golden State Warriors (4),1,,
1973,NBA,Finals,May 1 - May 10 1973,New York Knicks (2),4,Los Angeles Lakers (2),1,,
1973,ABA,Eastern Div Semifinals,Mar 30 - Apr 6 1973,Carolina Cougars (1),4,New York Nets (4),1,,
1973,ABA,Eastern Div Semifinals,Mar 30 - Apr 7 1973,Kentucky Colonels (2),4,Virginia Squires (3),1,,
1973,ABA,Western Div Semifinals,Mar 31 - Apr 7 1973,Indiana Pacers (2),4,Denver Rockets (3),1,,
1973,ABA,Western Div Semifinals,Apr 2 - Apr 8 1973,Utah Stars (1),4,San Diego Conquistadors (4),0,,
1973,ABA,Eastern Div Finals,Apr 11 - Apr 24 1973,Kentucky Colonels (2),4,Carolina Cougars (1),3,,
1973,ABA,Western Div Finals,Apr 12 - Apr 21 1973,Indiana Pacers (2),4,Utah Stars (1),2,,
1973,ABA,Finals,Apr 28 - May 12 1973,Indiana Pacers (2),4,Kentucky Colonels (2),3,,
1972,NBA,Eastern Conf Semifinals,Mar 29 - Apr 9 1972,Boston Celtics (1),4,Atlanta Hawks (2),2,,
1972,NBA,Eastern Conf Semifinals,Mar 31 - Apr 11 1972,New York Knicks (2),4,Baltimore Bullets (1),2,,
1972,NBA,Western Conf Semifinals,Mar 28 - Apr 4 1972,Los Angeles Lakers (1),4,Chicago Bulls (2),0,,
1972,NBA,Western Conf Semifinals,Mar 28 - Apr 6 1972,Milwaukee Bucks (1),4,Golden State Warriors (2),1,,
1972,NBA,Eastern Conf Finals,Apr 13 - Apr 23 1972,New York Knicks (2),4,Boston Celtics (1),1,,
1972,NBA,Western Conf Finals,Apr 9 - Apr 22 1972,Los Angeles Lakers (1),4,Milwaukee Bucks (1),2,,
1972,NBA,Finals,Apr 26 - May 7 1972,Los Angeles Lakers (1),4,New York Knicks (2),1,,
1972,ABA,Eastern Div Semifinals,Apr 1 - Apr 10 1972,New York Nets (3),4,Kentucky Colonels (1),2,,
1972,ABA,Eastern Div Semifinals,Mar 31 - Apr 6 1972,Virginia Squires (2),4,The Floridians (4),0,,
1972,ABA,Western Div Semifinals,Mar 31 - Apr 13 1972,Indiana Pacers (2),4,Denver Rockets (4),3,,
1972,ABA,Western Div Semifinals,Apr 1 - Apr 7 1972,Utah Stars (1),4,Dallas Chaparrals (3),0,,
1972,ABA,Eastern Div Finals,Apr 13 - May 4 1972,New York Nets (3),4,Virginia Squires (2),3,,
1972,ABA,Western Div Finals,Apr 15 - May 1 1972,Indiana Pacers (2),4,Utah Stars (1),3,,
1972,ABA,Finals,May 6 - May 20 1972,Indiana Pacers (2),4,New York Nets (3),2,,
1971,NBA,Eastern Conf Semifinals,Mar 24 - Apr 4 1971,Baltimore Bullets (1),4,Philadelphia 76ers (2),3,,
1971,NBA,Eastern Conf Semifinals,Mar 25 - Apr 1 1971,New York Knicks (1),4,Atlanta Hawks (2),1,,
1971,NBA,Western Conf Semifinals,Mar 24 - Apr 6 1971,Los Angeles Lakers (1),4,Chicago Bulls (2),3,,
1971,NBA,Western Conf Semifinals,Mar 27 - Apr 4 1971,Milwaukee Bucks (1),4,San Francisco Warriors (2),1,,
1971,NBA,Eastern Conf Finals,Apr 6 - Apr 19 1971,Baltimore Bullets (1),4,New York Knicks (1),3,,
1971,NBA,Western Conf Finals,Apr 9 - Apr 18 1971,Milwaukee Bucks (1),4,Los Angeles Lakers (1),1,,
1971,NBA,Finals,Apr 21 - Apr 30 1971,Milwaukee Bucks (1),4,Baltimore Bullets (1),0,,
1971,ABA,Western Div Tiebreak,Apr 1 - Apr 1 1971,Texas Chaparrals,1,Denver Rockets,0,,
1971,ABA,Eastern Div Semifinals,Apr 2 - Apr 12 1971,Kentucky Colonels (2),4,The Floridians (4),2,,
1971,ABA,Eastern Div Semifinals,Apr 2 - Apr 10 1971,Virginia Squires (1),4,New York Nets (3),2,,
1971,ABA,Western Div Semifinals,Apr 2 - Apr 7 1971,Indiana Pacers (1),4,Memphis Pros (3),0,,
1971,ABA,Western Div Semifinals,Apr 2 - Apr 6 1971,Utah Stars (2),4,Texas Chaparrals (4),0,,
1971,ABA,Eastern Div Finals,Apr 15 - Apr 24 1971,Kentucky Colonels (2),4,Virginia Squires (1),2,,
1971,ABA,Western Div Finals,Apr 12 - Apr 28 1971,Utah Stars (2),4,Indiana Pacers (1),3,,
1971,ABA,Finals,May 3 - May 18 1971,Utah Stars (2),4,Kentucky Colonels (2),3,,
1970,NBA,Eastern Div Semifinals,Mar 25 - Apr 3 1970,Milwaukee Bucks (2),4,Philadelphia 76ers (4),1,,
1970,NBA,Eastern Div Semifinals,Mar 26 - Apr 6 1970,New York Knicks (1),4,Baltimore Bullets (3),3,,
1970,NBA,Western Div Semifinals,Mar 25 - Apr 5 1970,Atlanta Hawks (1),4,Chicago Bulls (3),1,,
1970,NBA,Western Div Semifinals,Mar 25 - Apr 9 1970,Los Angeles Lakers (2),4,Phoenix Suns (4),3,,
1970,NBA,Eastern Div Finals,Apr 11 - Apr 20 1970,New York Knicks (1),4,Milwaukee Bucks (2),1,,
1970,NBA,Western Div Finals,Apr 12 - Apr 19 1970,Los Angeles Lakers (2),4,Atlanta Hawks (1),0,,
1970,NBA,Finals,Apr 24 - May 8 1970,New York Knicks (1),4,Los Angeles Lakers (2),3,,
1970,ABA,Eastern Div Semifinals,Apr 18 - Apr 24 1970,Indiana Pacers (1),4,Carolina Cougars (3),0,,
1970,ABA,Eastern Div Semifinals,Apr 17 - Apr 29 1970,Kentucky Colonels (2),4,New York Nets (4),3,,
1970,ABA,Western Div Semifinals,Apr 17 - Apr 28 1970,Denver Rockets (1),4,Washington Capitols (3),3,,
1970,ABA,Western Div Semifinals,Apr 17 - Apr 26 1970,Los Angeles Stars (4),4,Dallas Chaparrals (2),2,,
1970,ABA,Eastern Div Finals,May 1 - May 6 1970,Indiana Pacers (1),4,Kentucky Colonels (2),1,,
1970,ABA,Western Div Finals,Apr 30 - May 9 1970,Los Angeles Stars (4),4,Denver Rockets (1),1,,
1970,ABA,Finals,May 15 - May 25 1970,Indiana Pacers (1),4,Los Angeles Stars (4),2,,
1969,NBA,Eastern Div Semifinals,Mar 26 - Apr 4 1969,Boston Celtics (4),4,Philadelphia 76ers (2),1,,
1969,NBA,Eastern Div Semifinals,Mar 27 - Apr 2 1969,New York Knicks (3),4,Baltimore Bullets (1),0,,
1969,NBA,Western Div Semifinals,Mar 27 - Apr 7 1969,Atlanta Hawks (2),4,San Diego Rockets (4),2,,
1969,NBA,Western Div Semifinals,Mar 26 - Apr 5 1969,Los Angeles Lakers (1),4,San Francisco Warriors (3),2,,
1969,NBA,Eastern Div Finals,Apr 6 - Apr 18 1969,Boston Celtics (4),4,New York Knicks (3),2,,
1969,NBA,Western Div Finals,Apr 11 - Apr 20 1969,Los Angeles Lakers (1),4,Atlanta Hawks (2),1,,
1969,NBA,Finals,Apr 23 - May 5 1969,Boston Celtics (4),4,Los Angeles Lakers (1),3,,
1969,ABA,Eastern Div Semifinals,Apr 8 - Apr 17 1969,Indiana Pacers (1),4,Kentucky Colonels (3),3,,
1969,ABA,Eastern Div Semifinals,Apr 7 - Apr 19 1969,Miami Floridians (2),4,Minnesota Pipers (4),3,,
1969,ABA,Western Div Semifinals,Apr 5 - Apr 17 1969,New Orleans Buccaneers (2),4,Dallas Chaparrals (4),3,,
1969,ABA,Western Div Semifinals,Apr 5 - Apr 16 1969,Oakland Oaks (1),4,Denver Rockets (3),3,,
1969,ABA,Eastern Div Finals,Apr 20 - Apr 26 1969,Indiana Pacers (1),4,Miami Floridians (2),1,,
1969,ABA,Western Div Finals,Apr 19 - Apr 25 1969,Oakland Oaks (1),4,New Orleans Buccaneers (2),0,,
1969,ABA,Finals,Apr 30 - May 7 1969,Oakland Oaks (1),4,Indiana Pacers (1),1,,
1968,NBA,Eastern Div Semifinals,Mar 24 - Apr 1 1968,Boston Celtics (2),4,Detroit Pistons (4),2,,
1968,NBA,Eastern Div Semifinals,Mar 22 - Apr 1 1968,Philadelphia 76ers (1),4,New York Knicks (3),2,,
1968,NBA,Western Div Semifinals,Mar 24 - Mar 31 1968,Los Angeles Lakers (2),4,Chicago Bulls (4),1,,
1968,NBA,Western Div Semifinals,Mar 22 - Apr 2 1968,San Francisco Warriors (3),4,St. Louis Hawks (1),2,,
1968,NBA,Eastern Div Finals,Apr 5 - Apr 19 1968,Boston Celtics (2),4,Philadelphia 76ers (1),3,,
1968,NBA,Western Div Finals,Apr 5 - Apr 13 1968,Los Angeles Lakers (2),4,San Francisco Warriors (3),0,,
1968,NBA,Finals,Apr 21 - May 2 1968,Boston Celtics (2),4,Los Angeles Lakers (2),2,,
1968,ABA,Eastern Div Semifinals,Mar 24 - Mar 30 1968,Minnesota Muskies (2),3,Kentucky Colonels (4),2,,
1968,ABA,Eastern Div Semifinals,Mar 25 - Mar 27 1968,Pittsburgh Pipers (1),3,Indiana Pacers (3),0,,
1968,ABA,Western Div Semifinals,Mar 23 - Mar 26 1968,Dallas Chaparrals (2),3,Houston Mavericks (4),0,,
1968,ABA,Western Div Semifinals,Mar 26 - Apr 3 1968,New Orleans Buccaneers (1),3,Denver Rockets (3),2,,
1968,ABA,Eastern Div Finals,Apr 4 - Apr 14 1968,Pittsburgh Pipers (1),4,Minnesota Muskies (2),1,,
1968,ABA,Western Div Finals,Apr 5 - Apr 13 1968,New Orleans Buccaneers (1),4,Dallas Chaparrals (2),1,,
1968,ABA,Finals,Apr 18 - May 4 1968,Pittsburgh Pipers (1),4,New Orleans Buccaneers (1),3,,
1967,NBA,Eastern Div Semifinals,Mar 21 - Mar 28 1967,Boston Celtics (2),3,New York Knicks (4),1,,
1967,NBA,Eastern Div Semifinals,Mar 21 - Mar 25 1967,Philadelphia 76ers (1),3,Cincinnati Royals (3),1,,
1967,NBA,Western Div Semifinals,Mar 21 - Mar 26 1967,San Francisco Warriors (1),3,Los Angeles Lakers (3),0,,
1967,NBA,Western Div Semifinals,Mar 21 - Mar 25 1967,St. Louis Hawks (2),3,Chicago Bulls (4),0,,
1967,NBA,Eastern Div Finals,Mar 31 - Apr 11 1967,Philadelphia 76ers (1),4,Boston Celtics (2),1,,
1967,NBA,Western Div Finals,Mar 30 - Apr 12 1967,San Francisco Warriors (1),4,St. Louis Hawks (2),2,,
1967,NBA,Finals,Apr 14 - Apr 24 1967,Philadelphia 76ers (1),4,San Francisco Warriors (1),2,,
1966,NBA,Eastern Div Semifinals,Mar 23 - Apr 1 1966,Boston Celtics (2),3,Cincinnati Royals (3),2,,
1966,NBA,Western Div Semifinals,Mar 24 - Mar 30 1966,St. Louis Hawks (3),3,Baltimore Bullets (2),0,,
1966,NBA,Eastern Div Finals,Apr 3 - Apr 12 1966,Boston Celtics (2),4,Philadelphia 76ers (1),1,,
1966,NBA,Western Div Finals,Apr 1 - Apr 15 1966,Los Angeles Lakers (1),4,St. Louis Hawks (3),3,,
1966,NBA,Finals,Apr 17 - Apr 28 1966,Boston Celtics (2),4,Los Angeles Lakers (1),3,,
1965,NBA,Eastern Div Semifinals,Mar 24 - Mar 31 1965,Philadelphia 76ers (3),3,Cincinnati Royals (2),1,,
1965,NBA,Western Div Semifinals,Mar 24 - Mar 30 1965,Baltimore Bullets (3),3,St. Louis Hawks (2),1,,
1965,NBA,Eastern Div Finals,Apr 4 - Apr 15 1965,Boston Celtics (1),4,Philadelphia 76ers (3),3,,
1965,NBA,Western Div Finals,Apr 3 - Apr 13 1965,Los Angeles Lakers (1),4,Baltimore Bullets (3),2,,
1965,NBA,Finals,Apr 18 - Apr 25 1965,Boston Celtics (1),4,Los Angeles Lakers (1),1,,
1964,NBA,Eastern Div Semifinals,Mar 22 - Mar 29 1964,Cincinnati Royals (2),3,Philadelphia 76ers (3),2,,
1964,NBA,Western Div Semifinals,Mar 21 - Mar 30 1964,St. Louis Hawks (2),3,Los Angeles Lakers (3),2,,
1964,NBA,Eastern Div Finals,Mar 31 - Apr 9 1964,Boston Celtics (1),4,Cincinnati Royals (2),1,,
1964,NBA,Western Div Finals,Apr 1 - Apr 16 1964,San Francisco Warriors (1),4,St. Louis Hawks (2),3,,
1964,NBA,Finals,Apr 18 - Apr 26 1964,Boston Celtics (1),4,San Francisco Warriors (1),1,,
1963,NBA,Eastern Div Semifinals,Mar 19 - Mar 26 1963,Cincinnati Royals (3),3,Syracuse Nationals (2),2,,
1963,NBA,Western Div Semifinals,Mar 20 - Mar 26 1963,St. Louis Hawks (2),3,Detroit Pistons (3),1,,
1963,NBA,Eastern Div Finals,Mar 28 - Apr 10 1963,Boston Celtics (1),4,Cincinnati Royals (3),3,,
1963,NBA,Western Div Finals,Mar 31 - Apr 11 1963,Los Angeles Lakers (1),4,St. Louis Hawks (2),3,,
1963,NBA,Finals,Apr 14 - Apr 24 1963,Boston Celtics (1),4,Los Angeles Lakers (1),2,,
1962,NBA,Eastern Div Semifinals,Mar 16 - Mar 22 1962,Philadelphia Warriors (2),3,Syracuse Nationals (3),2,,
1962,NBA,Western Div Semifinals,Mar 16 - Mar 20 1962,Detroit Pistons (3),3,Cincinnati Royals (2),1,,
1962,NBA,Eastern Div Finals,Mar 24 - Apr 5 1962,Boston Celtics (1),4,Philadelphia Warriors (2),3,,
1962,NBA,Western Div Finals,Mar 24 - Apr 3 1962,Los Angeles Lakers (1),4,Detroit Pistons (3),2,,
1962,NBA,Finals,Apr 7 - Apr 18 1962,Boston Celtics (1),4,Los Angeles Lakers (1),3,,
1961,NBA,Eastern Div Semifinals,Mar 14 - Mar 18 1961,Syracuse Nationals (3),3,Philadelphia Warriors (2),0,,
1961,NBA,Western Div Semifinals,Mar 14 - Mar 19 1961,Los Angeles Lakers (2),3,Detroit Pistons (3),2,,
1961,NBA,Eastern Div Finals,Mar 19 - Mar 26 1961,Boston Celtics (1),4,Syracuse Nationals (3),1,,
1961,NBA,Western Div Finals,Mar 21 - Apr 1 1961,St. Louis Hawks (1),4,Los Angeles Lakers (2),3,,
1961,NBA,Finals,Apr 2 - Apr 11 1961,Boston Celtics (1),4,St. Louis Hawks (1),1,,
1960,NBA,Eastern Div Semifinals,Mar 11 - Mar 14 1960,Philadelphia Warriors (2),2,Syracuse Nationals (3),1,,
1960,NBA,Western Div Semifinals,Mar 12 - Mar 13 1960,Minneapolis Lakers (3),2,Detroit Pistons (2),0,,
1960,NBA,Eastern Div Finals,Mar 16 - Mar 24 1960,Boston Celtics (1),4,Philadelphia Warriors (2),2,,
1960,NBA,Western Div Finals,Mar 16 - Mar 26 1960,St. Louis Hawks (1),4,Minneapolis Lakers (3),3,,
1960,NBA,Finals,Mar 27 - Apr 9 1960,Boston Celtics (1),4,St. Louis Hawks (1),3,,
1959,NBA,Eastern Div Semifinals,Mar 13 - Mar 15 1959,Syracuse Nationals (3),2,New York Knicks (2),0,,
1959,NBA,Western Div Semifinals,Mar 14 - Mar 18 1959,Minneapolis Lakers (2),2,Detroit Pistons (3),1,,
1959,NBA,Eastern Div Finals,Mar 18 - Apr 1 1959,Boston Celtics (1),4,Syracuse Nationals (3),3,,
1959,NBA,Western Div Finals,Mar 21 - Mar 29 1959,Minneapolis Lakers (2),4,St. Louis Hawks (1),2,,
1959,NBA,Finals,Apr 4 - Apr 9 1959,Boston Celtics (1),4,Minneapolis Lakers (2),0,,
1958,NBA,Eastern Div Semifinals,Mar 15 - Mar 18 1958,Philadelphia Warriors (3),2,Syracuse Nationals (2),1,,
1958,NBA,Western Div Semifinals,Mar 15 - Mar 16 1958,Detroit Pistons (2),2,Cincinnati Royals (3),0,,
1958,NBA,Eastern Div Finals,Mar 19 - Mar 27 1958,Boston Celtics (1),4,Philadelphia Warriors (3),1,,
1958,NBA,Western Div Finals,Mar 19 - Mar 27 1958,St. Louis Hawks (1),4,Detroit Pistons (2),1,,
1958,NBA,Finals,Mar 29 - Apr 12 1958,St. Louis Hawks (1),4,Boston Celtics (1),2,,
1957,NBA,Western Div Tiebreak,Mar 14 - Mar 14 1957,St. Louis Hawks,1,Fort Wayne Pistons,0,,
1957,NBA,Western Div Tiebreak,Mar 16 - Mar 16 1957,St. Louis Hawks,1,Minneapolis Lakers,0,,
1957,NBA,Eastern Div Semifinals,Mar 16 - Mar 18 1957,Syracuse Nationals (2),2,Philadelphia Warriors (3),0,,
1957,NBA,Western Div Semifinals,Mar 17 - Mar 19 1957,Minneapolis Lakers (2),2,Fort Wayne Pistons (3),0,,
1957,NBA,Eastern Div Finals,Mar 21 - Mar 24 1957,Boston Celtics (1),3,Syracuse Nationals (2),0,,
1957,NBA,Western Div Finals,Mar 21 - Mar 25 1957,St. Louis Hawks (1),3,Minneapolis Lakers (2),0,,
